Sentiment,UserID,DateTime,Product,User,Comment,NO_Punctuations,Tokenized_Data,Stop_Words_Removed
4,534,Thu Jun 04 16:54:23 UTC 2009,nike,mikelongden,is lovin his Nike  already and that's only from running on the spot in his bedroom,is lovin his nike  already and thats only from running on the spot in his bedroom,"['is', 'lovin', 'his', 'nike', 'already', 'and', 'thats', 'only', 'from', 'running', 'on', 'the', 'spot', 'in', 'his', 'bedroom']","['lovin', 'nike', 'already', 'thats', 'running', 'spot', 'bedroom']"
2,556,Sun Jun 07 01:12:50 UTC 2009,jquery,imgsearch,Launched! http://imgsearch.net  #imgsearch #ajax #jquery #webapp,launched httpimgsearchnet  imgsearch ajax jquery webapp,"['launched', 'httpimgsearchnet', 'imgsearch', 'ajax', 'jquery', 'webapp']","['launched', 'httpimgsearchnet', 'imgsearch', 'ajax', 'jquery', 'webapp']"
4,557,Sun Jun 07 01:13:52 UTC 2009,jquery,teagone,@matthewcyan I finally got around to using jquery to make my bio collapse. Yay for slide animations.,matthewcyan i finally got around to using jquery to make my bio collapse yay for slide animations,"['matthewcyan', 'i', 'finally', 'got', 'around', 'to', 'using', 'jquery', 'to', 'make', 'my', 'bio', 'collapse', 'yay', 'for', 'slide', 'animations']","['matthewcyan', 'finally', 'got', 'around', 'using', 'jquery', 'make', 'bio', 'collapse', 'yay', 'slide', 'animations']"
2,558,Sun Jun 07 01:14:08 UTC 2009,jquery,marcroberts,RT @jquery: The Ultimate jQuery List - http://jquerylist.com/,rt jquery the ultimate jquery list  httpjquerylistcom,"['rt', 'jquery', 'the', 'ultimate', 'jquery', 'list', 'httpjquerylistcom']","['rt', 'jquery', 'ultimate', 'jquery', 'list', 'httpjquerylistcom']"
2,559,Sun Jun 07 01:14:15 UTC 2009,jquery,jacobrothstein,I just extracted and open-sourced a jQuery plugin from Stormweight to highlight text with a regular expression: http://bit.ly/ybJKb,i just extracted and opensourced a jquery plugin from stormweight to highlight text with a regular expression httpbitlyybjkb,"['i', 'just', 'extracted', 'and', 'opensourced', 'a', 'jquery', 'plugin', 'from', 'stormweight', 'to', 'highlight', 'text', 'with', 'a', 'regular', 'expression', 'httpbitlyybjkb']","['extracted', 'opensourced', 'jquery', 'plugin', 'stormweight', 'highlight', 'text', 'regular', 'expression', 'httpbitlyybjkb']"
2,560,Sun Jun 07 01:14:19 UTC 2009,jquery,bedroomation,@anna_debenham what was the php jquery hack?,annadebenham what was the php jquery hack,"['annadebenham', 'what', 'was', 'the', 'php', 'jquery', 'hack']","['annadebenham', 'php', 'jquery', 'hack']"
2,561,Sun Jun 07 01:14:42 UTC 2009,jquery,vmkobs,jQuery Cheat Sheet http://www.javascripttoolbox.com/jquery/cheatsheet/,jquery cheat sheet httpwwwjavascripttoolboxcomjquerycheatsheet,"['jquery', 'cheat', 'sheet', 'httpwwwjavascripttoolboxcomjquerycheatsheet']","['jquery', 'cheat', 'sheet', 'httpwwwjavascripttoolboxcomjquerycheatsheet']"
2,562,Sun Jun 07 01:15:04 UTC 2009,jquery,NewTechBooks,Beginning JavaScript and CSS Development with jQuery #javascript #css #jquery http://bit.ly/TO3e5,beginning javascript and css development with jquery javascript css jquery httpbitlyto3e5,"['beginning', 'javascript', 'and', 'css', 'development', 'with', 'jquery', 'javascript', 'css', 'jquery', 'httpbitlyto3e5']","['beginning', 'javascript', 'css', 'development', 'jquery', 'javascript', 'css', 'jquery', 'httpbitlyto3e5']"
4,563,Sun Jun 07 03:27:57 UTC 2009,warren buffet,adthomas3,"@PDubyaD right!!! LOL we'll get there!! I have high expectations, Warren Buffet style.",pdubyad right lol well get there i have high expectations warren buffet style,"['pdubyad', 'right', 'lol', 'well', 'get', 'there', 'i', 'have', 'high', 'expectations', 'warren', 'buffet', 'style']","['pdubyad', 'right', 'lol', 'well', 'get', 'high', 'expectations', 'warren', 'buffet', 'style']"
4,564,Sun Jun 07 03:28:08 UTC 2009,warren buffet,Alfred04654,"RT @blknprecious1: RT GREAT @dbroos ""Someone's sitting in the shade today because someone planted a tree a long time ago.""- Warren Buffet",rt blknprecious1 rt great dbroos someones sitting in the shade today because someone planted a tree a long time ago warren buffet,"['rt', 'blknprecious1', 'rt', 'great', 'dbroos', 'someones', 'sitting', 'in', 'the', 'shade', 'today', 'because', 'someone', 'planted', 'a', 'tree', 'a', 'long', 'time', 'ago', 'warren', 'buffet']","['rt', 'blknprecious1', 'rt', 'great', 'dbroos', 'someones', 'sitting', 'shade', 'today', 'someone', 'planted', 'tree', 'long', 'time', 'ago', 'warren', 'buffet']"
2,565,Sun Jun 07 03:28:50 UTC 2009,warren buffet,LovelyMiska,Warren Buffet on the economy http://ping.fm/Lau0p,warren buffet on the economy httppingfmlau0p,"['warren', 'buffet', 'on', 'the', 'economy', 'httppingfmlau0p']","['warren', 'buffet', 'economy', 'httppingfmlau0p']"
4,566,Sun Jun 07 03:29:15 UTC 2009,warren buffet,adamgilmer,"Warren Buffet became (for a time) the richest man in the United States, not by working but investing in 1 Big idea which lead to the fortune",warren buffet became for a time the richest man in the united states not by working but investing in 1 big idea which lead to the fortune,"['warren', 'buffet', 'became', 'for', 'a', 'time', 'the', 'richest', 'man', 'in', 'the', 'united', 'states', 'not', 'by', 'working', 'but', 'investing', 'in', '1', 'big', 'idea', 'which', 'lead', 'to', 'the', 'fortune']","['warren', 'buffet', 'became', 'time', 'richest', 'man', 'united', 'states', 'working', 'investing', '1', 'big', 'idea', 'lead', 'fortune']"
4,567,Sun Jun 07 17:42:47 UTC 2009,notre dame school,PatfaceCatface,"According to the create a school, Notre Dame will have 7 receivers in NCAA 10 at 84 or higher rating :) *sweet*",according to the create a school notre dame will have 7 receivers in ncaa 10 at 84 or higher rating  sweet,"['according', 'to', 'the', 'create', 'a', 'school', 'notre', 'dame', 'will', 'have', '7', 'receivers', 'in', 'ncaa', '10', 'at', '84', 'or', 'higher', 'rating', 'sweet']","['according', 'create', 'school', 'notre', 'dame', '7', 'receivers', 'ncaa', '10', '84', 'higher', 'rating', 'sweet']"
2,568,Sun Jun 07 17:42:56 UTC 2009,notre dame school,MY_NBA_PLAYOFFS,All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA,allstar basketball classic tuesday features top talent chattanoogas notre dame high school will play host httpbitlyqltja,"['allstar', 'basketball', 'classic', 'tuesday', 'features', 'top', 'talent', 'chattanoogas', 'notre', 'dame', 'high', 'school', 'will', 'play', 'host', 'httpbitlyqltja']","['allstar', 'basketball', 'classic', 'tuesday', 'features', 'top', 'talent', 'chattanoogas', 'notre', 'dame', 'high', 'school', 'play', 'host', 'httpbitlyqltja']"
4,569,Sun Jun 07 21:38:16 UTC 2009,kindle2,rachaelbender,@BlondeBroad it's definitely under warranty &amp; my experience is the amazon support for kindle is great! had to contact them about my kindle2,blondebroad its definitely under warranty amp my experience is the amazon support for kindle is great had to contact them about my kindle2,"['blondebroad', 'its', 'definitely', 'under', 'warranty', 'amp', 'my', 'experience', 'is', 'the', 'amazon', 'support', 'for', 'kindle', 'is', 'great', 'had', 'to', 'contact', 'them', 'about', 'my', 'kindle2']","['blondebroad', 'definitely', 'warranty', 'amp', 'experience', 'amazon', 'support', 'kindle', 'great', 'contact', 'kindle2']"
2,570,Sun Jun 07 21:38:42 UTC 2009,kindle2,aqrinc,"RT Look, Available !Amazon Kindle2 &amp; Kindle DX, Get it Here: http://short.to/87ub The Top Electronic Book Reader Period, free 2 day ship ...",rt look available amazon kindle2 amp kindle dx get it here httpshortto87ub the top electronic book reader period free 2 day ship ,"['rt', 'look', 'available', 'amazon', 'kindle2', 'amp', 'kindle', 'dx', 'get', 'it', 'here', 'httpshortto87ub', 'the', 'top', 'electronic', 'book', 'reader', 'period', 'free', '2', 'day', 'ship', '']","['rt', 'look', 'available', 'amazon', 'kindle2', 'amp', 'kindle', 'dx', 'get', 'httpshortto87ub', 'top', 'electronic', 'book', 'reader', 'period', 'free', '2', 'day', 'ship', '']"
0,571,Sun Jun 07 21:47:01 UTC 2009,time warner,davepurcell,Time Warner Road Runner customer support here absolutely blows. I hate not having other high-speed net options. I'm ready to go nuclear.,time warner road runner customer support here absolutely blows i hate not having other highspeed net options im ready to go nuclear,"['time', 'warner', 'road', 'runner', 'customer', 'support', 'here', 'absolutely', 'blows', 'i', 'hate', 'not', 'having', 'other', 'highspeed', 'net', 'options', 'im', 'ready', 'to', 'go', 'nuclear']","['time', 'warner', 'road', 'runner', 'customer', 'support', 'absolutely', 'blows', 'hate', 'highspeed', 'net', 'options', 'im', 'ready', 'go', 'nuclear']"
0,572,Sun Jun 07 21:47:20 UTC 2009,time warner,MarleyLuv26,Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF!,time warner cable phone reps r dumber than nails ugh cable was working 10 mins ago now its not wtf,"['time', 'warner', 'cable', 'phone', 'reps', 'r', 'dumber', 'than', 'nails', 'ugh', 'cable', 'was', 'working', '10', 'mins', 'ago', 'now', 'its', 'not', 'wtf']","['time', 'warner', 'cable', 'phone', 'reps', 'r', 'dumber', 'nails', 'ugh', 'cable', 'working', '10', 'mins', 'ago', 'wtf']"
0,573,Sun Jun 07 21:47:33 UTC 2009,time warner,acomicbookgirl,@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :),siratomofbones we tried but time warner wasnt being nice so we recorded today ,"['siratomofbones', 'we', 'tried', 'but', 'time', 'warner', 'wasnt', 'being', 'nice', 'so', 'we', 'recorded', 'today', '']","['siratomofbones', 'tried', 'time', 'warner', 'wasnt', 'nice', 'recorded', 'today', '']"
0,574,Sun Jun 07 21:47:42 UTC 2009,time warner,MichelleEReagan,OMG - time warner f'ed up my internet install - instead of today  its now NEXT saturday - another week w/o internet! &amp;$*ehfa^V9fhg[*# fml.,omg  time warner fed up my internet install  instead of today  its now next saturday  another week wo internet ampehfav9fhg fml,"['omg', 'time', 'warner', 'fed', 'up', 'my', 'internet', 'install', 'instead', 'of', 'today', 'its', 'now', 'next', 'saturday', 'another', 'week', 'wo', 'internet', 'ampehfav9fhg', 'fml']","['omg', 'time', 'warner', 'fed', 'internet', 'install', 'instead', 'today', 'next', 'saturday', 'another', 'week', 'wo', 'internet', 'ampehfav9fhg', 'fml']"
0,575,Sun Jun 07 21:47:50 UTC 2009,time warner,jpaje11,"wth..i have never seen a line this loooong at time warner before, ugh.",wthi have never seen a line this loooong at time warner before ugh,"['wthi', 'have', 'never', 'seen', 'a', 'line', 'this', 'loooong', 'at', 'time', 'warner', 'before', 'ugh']","['wthi', 'never', 'seen', 'line', 'loooong', 'time', 'warner', 'ugh']"
0,576,Sun Jun 07 21:47:56 UTC 2009,time warner,JessSlevin,Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon,impatiently awaiting the arrival of the time warner guy its way too pretty to be inside all afternoon,"['impatiently', 'awaiting', 'the', 'arrival', 'of', 'the', 'time', 'warner', 'guy', 'its', 'way', 'too', 'pretty', 'to', 'be', 'inside', 'all', 'afternoon']","['impatiently', 'awaiting', 'arrival', 'time', 'warner', 'guy', 'way', 'pretty', 'inside', 'afternoon']"
2,577,Mon Jun 08 00:01:29 UTC 2009,federer,jworthington,Man accosts Roger Federer during French Open http://ff.im/3HCPT,man accosts roger federer during french open httpffim3hcpt,"['man', 'accosts', 'roger', 'federer', 'during', 'french', 'open', 'httpffim3hcpt']","['man', 'accosts', 'roger', 'federer', 'french', 'open', 'httpffim3hcpt']"
0,578,Mon Jun 08 01:58:49 UTC 2009,"""naive bayes""",R0B3rt2,Naive Bayes using EM for Text Classification. Really Frustrating...,naive bayes using em for text classification really frustrating,"['naive', 'bayes', 'using', 'em', 'for', 'text', 'classification', 'really', 'frustrating']","['naive', 'bayes', 'using', 'em', 'text', 'classification', 'really', 'frustrating']"
4,585,Mon Jun 08 06:28:01 UTC 2009,stanford,TammyT,We went to Stanford University today. Got a tour. Made me want to go back to college. It's also decided all of our kids will go there.,we went to stanford university today got a tour made me want to go back to college its also decided all of our kids will go there,"['we', 'went', 'to', 'stanford', 'university', 'today', 'got', 'a', 'tour', 'made', 'me', 'want', 'to', 'go', 'back', 'to', 'college', 'its', 'also', 'decided', 'all', 'of', 'our', 'kids', 'will', 'go', 'there']","['went', 'stanford', 'university', 'today', 'got', 'tour', 'made', 'want', 'go', 'back', 'college', 'also', 'decided', 'kids', 'go']"
2,586,Mon Jun 08 06:28:05 UTC 2009,stanford,elliottng,Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme,investigation pending on death of stanford cs prof  google mentor rajeev motwani httpbitlylwour tip techmeme,"['investigation', 'pending', 'on', 'death', 'of', 'stanford', 'cs', 'prof', 'google', 'mentor', 'rajeev', 'motwani', 'httpbitlylwour', 'tip', 'techmeme']","['investigation', 'pending', 'death', 'stanford', 'cs', 'prof', 'google', 'mentor', 'rajeev', 'motwani', 'httpbitlylwour', 'tip', 'techmeme']"
2,587,Mon Jun 08 06:28:23 UTC 2009,stanford,Shibuki_kun,"I'm going to bed. It was a successful weekend. Stanford, here I come.",im going to bed it was a successful weekend stanford here i come,"['im', 'going', 'to', 'bed', 'it', 'was', 'a', 'successful', 'weekend', 'stanford', 'here', 'i', 'come']","['im', 'going', 'bed', 'successful', 'weekend', 'stanford', 'come']"
0,588,Mon Jun 08 06:55:01 UTC 2009,car warranty call,painhatelove,"@KarrisFoxy If you're being harassed by calls about your car warranty, changing your number won't fix that. They call every number. #d-bags",karrisfoxy if youre being harassed by calls about your car warranty changing your number wont fix that they call every number dbags,"['karrisfoxy', 'if', 'youre', 'being', 'harassed', 'by', 'calls', 'about', 'your', 'car', 'warranty', 'changing', 'your', 'number', 'wont', 'fix', 'that', 'they', 'call', 'every', 'number', 'dbags']","['karrisfoxy', 'youre', 'harassed', 'calls', 'car', 'warranty', 'changing', 'number', 'wont', 'fix', 'call', 'every', 'number', 'dbags']"
0,589,Mon Jun 08 06:55:36 UTC 2009,car warranty call,russdavisdotcom,Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys.,just blocked united blood services using google voice they call more than those car warranty guys,"['just', 'blocked', 'united', 'blood', 'services', 'using', 'google', 'voice', 'they', 'call', 'more', 'than', 'those', 'car', 'warranty', 'guys']","['blocked', 'united', 'blood', 'services', 'using', 'google', 'voice', 'call', 'car', 'warranty', 'guys']"
0,594,Mon Jun 08 19:59:16 UTC 2009,at&t,jamesmakeseyes,#at&amp;t is complete fail.,atampt is complete fail,"['atampt', 'is', 'complete', 'fail']","['atampt', 'complete', 'fail']"
0,595,Mon Jun 08 19:59:23 UTC 2009,at&t,mikeyil,@broskiii OH SNAP YOU WORK AT AT&amp;T DON'T YOU,broskiii oh snap you work at atampt dont you,"['broskiii', 'oh', 'snap', 'you', 'work', 'at', 'atampt', 'dont', 'you']","['broskiii', 'oh', 'snap', 'work', 'atampt', 'dont']"
0,596,Mon Jun 08 19:59:26 UTC 2009,at&t,nakiasmile,@Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal,mbjthegreat i really dont want atampt phone servicethey suck when it comes to having a signal,"['mbjthegreat', 'i', 'really', 'dont', 'want', 'atampt', 'phone', 'servicethey', 'suck', 'when', 'it', 'comes', 'to', 'having', 'a', 'signal']","['mbjthegreat', 'really', 'dont', 'want', 'atampt', 'phone', 'servicethey', 'suck', 'comes', 'signal']"
0,597,Mon Jun 08 20:00:52 UTC 2009,at&t,wiiskey,"I say we just cut out the small talk: AT&amp;T's new slogan: F__k you, give us your money. (Apologies to Bob Geldof.)",i say we just cut out the small talk atampts new slogan fk you give us your money apologies to bob geldof,"['i', 'say', 'we', 'just', 'cut', 'out', 'the', 'small', 'talk', 'atampts', 'new', 'slogan', 'fk', 'you', 'give', 'us', 'your', 'money', 'apologies', 'to', 'bob', 'geldof']","['say', 'cut', 'small', 'talk', 'atampts', 'new', 'slogan', 'fk', 'give', 'us', 'money', 'apologies', 'bob', 'geldof']"
0,598,Mon Jun 08 20:01:11 UTC 2009,at&t,brkd,pissed about at&amp;t's mid-contract upgrade price for the iPhone (it's $200 more) I'm not going to pay $499 for something I thought was $299,pissed about atampts midcontract upgrade price for the iphone its 200 more im not going to pay 499 for something i thought was 299,"['pissed', 'about', 'atampts', 'midcontract', 'upgrade', 'price', 'for', 'the', 'iphone', 'its', '200', 'more', 'im', 'not', 'going', 'to', 'pay', '499', 'for', 'something', 'i', 'thought', 'was', '299']","['pissed', 'atampts', 'midcontract', 'upgrade', 'price', 'iphone', '200', 'im', 'going', 'pay', '499', 'something', 'thought', '299']"
0,599,Mon Jun 08 20:02:01 UTC 2009,at&t,jesusmbaez,Safari 4 is fast :) Even on my shitty AT&amp;T tethering.,safari 4 is fast  even on my shitty atampt tethering,"['safari', '4', 'is', 'fast', 'even', 'on', 'my', 'shitty', 'atampt', 'tethering']","['safari', '4', 'fast', 'even', 'shitty', 'atampt', 'tethering']"
0,600,Mon Jun 08 20:06:29 UTC 2009,at&t,ClaystationX,@ims What is AT&amp;T fucking up?,ims what is atampt fucking up,"['ims', 'what', 'is', 'atampt', 'fucking', 'up']","['ims', 'atampt', 'fucking']"
0,601,Mon Jun 08 20:06:57 UTC 2009,at&t,matthewphewes,@springsingfiend @dvyers @sethdaggett @jlshack AT&amp;T dropped the ball and isn't supporting crap with the new iPhone 3.0... FAIL #att SUCKS!!!,springsingfiend dvyers sethdaggett jlshack atampt dropped the ball and isnt supporting crap with the new iphone 30 fail att sucks,"['springsingfiend', 'dvyers', 'sethdaggett', 'jlshack', 'atampt', 'dropped', 'the', 'ball', 'and', 'isnt', 'supporting', 'crap', 'with', 'the', 'new', 'iphone', '30', 'fail', 'att', 'sucks']","['springsingfiend', 'dvyers', 'sethdaggett', 'jlshack', 'atampt', 'dropped', 'ball', 'isnt', 'supporting', 'crap', 'new', 'iphone', '30', 'fail', 'att', 'sucks']"
